"c_ClaveUnidad","Nombre","Descripción","Nota","Fecha de inicio de vigencia","Fecha de fin de vigencia","Símbolo"
"C99","Reciprocidad Segundo por metro cuadrado","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","s⁻¹/m²"
"CCT","Capacidad de carga en toneladas métricas","Unidad de masa que define la capacidad de carga, expresada como el número de toneladas métricas.","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","",""
"CDL","Candela","La candela es una de las unidades básicas del Sistema Internacional, de intensidad luminosa.","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","cd"
"CE","Cada mes","","Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.","DateObject[{2017, 8, 13, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","",""
"CEL","Grados celsius","Consulte ISO 80000-5 (Cantidades y unidades - Parte 5: Termodinámica)","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","°C"
"CEN","Centenar","Una unidad de recuento de definir el número de unidades en múltiplos de 100.","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","",""
"CG","Tarjeta","Unidad de conteo que define el número de unidades de la tarjeta (tarjeta: papel rígido grueso o cartón).","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","",""
"CGM","Centígramo","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","cg"
"CK","Conector","","Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.","DateObject[{2017, 8, 13, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","",""
"CKG","Culombio por kilogramo","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","C/kg"
"CLF","Cientos de hojas","Una unidad de recuento de definir el número de hojas, expresado en unidades de cien hojas.","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","",""
"CLT","Centilitro","Medida de volumen, de símbolo cl, que es igual a la centésima parte de un litro.","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","cl"
"CMK","Centímetro cuadrado","Medida de longitud, de símbolo cm, que es igual a la centésima parte de un metro.","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","cm²"
"CMQ","Centímetro cúbico","Medida de longitud, de símbolo cm, que es igual a la centésima parte de un metro.","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","cm³"
"CMT","Centímetro","Es una unidad de longitud. Es el segundo submúltiplo del metro y equivale a la centésima parte de él.","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","cm"
"CNP","Cientos de paquetes","Unidad de recuento para definir el número de cientos de paquetes (cien paquete: conjunto de un centenar de artículos empaquetados juntos).","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","",""
"CNT","Cental (UK)","Una unidad de masa igual a cien  kilos (EUA).","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","",""
"COU","Culombio","Es la cantidad de electricidad transportada en 1 segundo por una corriente de intensidad 1 amperio. ","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","C"
"CTG","Contenido en gramos","Unidad de masa que define el número de gramos de un elemento con nombre en un producto.","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","",""
"CTM","Quilatage métrico","Es una unidad de masa igual a 200  mg y se utiliza para la medición de las piedras preciosas y perlas .","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","",""
"CTN","Tonelada de contenido (métrica)","Unidad de masa que define el número de toneladas métricas de un elemento con nombre en un producto.","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","",""
"CUR","Curie","El Curie (Ci) es la unidad antigua de medida de radiactividad, definida como la actividad de in gramo del isótopo Ra-226, su equivalencia es: 1Ci = 3,7 1010 Bq.","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","Ci"
"CWA","Hundred pound","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","cwt (US)"
"CWI","Hundredweight","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","cwt (UK)"
"CZ","Combo","","Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.","DateObject[{2017, 8, 13, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","",""
"D03","Kilovatio hora por hora","Unidad de energía acumulada en mil vatios durante un período de una hora.","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","kW·h/h"
"D04","Lot [unidad de peso]","Unidad de peso igual a aproximadamente media onza o 15 gramos.","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","",""
"D1","Segundo recíproco por estereorradián","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","s⁻¹/sr"
"D10","Siemens por metro","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","S/m"
"D11","Mebibit","Una unidad de información igual a 2²⁰ (1048576) bits (dígitos binarios).","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","Mibit"
"D12","Siemens metro cuadrado por Mol","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","S·m²/mol"
"D13","Sievert","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","Sv"
"D14","Yarda mil lineal","","Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.","DateObject[{2017, 8, 13, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","",""
"D15","Sone","Una unidad de volumen del sonido subjetivo. Un sone es la intensidad de un tono puro de la frecuencia y la fuerza de un kilohertz 40 decibelios.","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","",""
"D16","Centimetro cuadrado por erg","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","cm²/erg"
"D17","Centimetro cuadrado por esteroradian erg","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","cm²/(sr·erg)"
"D18","Metro kelvin","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","m·K"
"D19","Metro cuadrado kelvin por watt.","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","m²·K/W"
"D2","Segundo recíproco por estereorradián metro cuadrado","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","s⁻¹/(sr·m²)"
"D20","Metro cuadrado por joule","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","m²/J"
"D21","Metro cuadrado por kilogramo","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","m²/kg"
"D22","Metro cuadrado por Mol","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","m²/mol"
"D23","Gramo pluma (proteína)","Unidad de recuento pata definir el número de gramos de aminoácidos  prescritos para la terapia parenteral y terapia enteral.","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","",""
"D24","Metro cuadrado por esteroradian","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","m²/sr"
"D25","Metro cuadrado por esteroradian joule","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","m²/(sr·J)"
"D26","Metro cuadrado por voltiosegundo","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","m²/(V·s)"
"D27","Estereorradían","Es la unidad que mide angulos solidos","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","sr"
"D28","sifón","","Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.","DateObject[{2017, 8, 13, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","",""
"D29","Terahertz","Se refiere a las ondas electromagnéticas que se propagan en las frecuencias en el rango de los terahercios.","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","THz"
"D30","Terajoule","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","TJ"
"D31","Terawatt","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","TW"
"D32","Terawatt hora ","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","TW·h"
"D33","Tesla","Es la inducción magnética uniforme que, repartida normalmente sobre una superficie de 1 metro cuadrado, produce a través de esta superficie un flujo magnético total de 1 weber. ","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","T"
"D34","Tex","Enidad de medida utilizada para medir la densidad o la masa lineal de una fibra.","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","tex (g/km)"
"D35","Calorías (termoquímicas)","","Unidades no recomendadas para su uso por la Oficina Internacional de Pesos y Medidas (BIPM) con sede en Francia.","DateObject[{2017, 8, 13, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","º cal"
"D36","Megabit","unidad que se usa para cuantificar un caudal de datos equivalente a 1000 kb/s.","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","Mbit"
"D37","Calorías (termoquímicas) por gramo de kelvin","","Unidades no recomendadas para su uso por la Oficina Internacional de Pesos y Medidas (BIPM) con sede en Francia.","DateObject[{2017, 8, 13, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","º cal / (g · K)"
"D38","Calorías (termoquímicas) por segundo centímetro kelvin","","Unidades no recomendadas para su uso por la Oficina Internacional de Pesos y Medidas (BIPM) con sede en Francia.","DateObject[{2017, 8, 13, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","º cal / (s · cm · K)"
"D39","Calorías (termoquímicas) por segundo centímetro cuadrado kelvin","","Unidades no recomendadas para su uso por la Oficina Internacional de Pesos y Medidas (BIPM) con sede en Francia.","DateObject[{2017, 8, 13, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","º cal / (s · cm² · K)"
"D40","Mil litros","","Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.","DateObject[{2017, 8, 13, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","",""
"D41","Tonelada por metro cúbico","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","t/m³"
"D42","Año tropical","Unidad de tiempo equivalente a 365.242 19 días. Sinónimo: año solar.","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","y (tropical)"
"D43","Unidad de masa atómica unificada","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","u"
"D44","Var","El nombre de la unidad es un acrónimo de volt-amperio-reactive.","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","var"
"D45","Voltio cuadrado por kelvin cuadrado","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","V²/K²"
"D46","Voltioio-amperio","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","V·A"
"D47","Voltio por centímetro","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","V/cm"
"D48","Voltio por Kelvin ","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","V/K"
"D49","Millivoltio por Kelvin ","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","mV/K"
"D5","Kilogramo por centímetro cuadrado","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","kg/cm²"
"D50","Voltio por metro","Es la intensidad de un campo eléctrico, que ejerce una fuerza de 1 newton sobre un cuerpo cargado con una cantidad de electricidad de 1 coulomb.","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","V/m"
"D51","Voltio por milímetro","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","V/mm"
"D52","Watt por kelvin","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","W/K"
"D53","Watt por metro kelvin","Es la conductividad térmica de un cuerpo homogéneo isótropo, en la que una diferencia de temperatura de 1 kelvin entre dos planos paralelos, de área 1 metro cuadrado y distantes 1 metro, produce entre estos planos un flujo térmico de 1 watt.","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","W/(m·K)"
"D54","Watt por metro cuadrado","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","W/m²"
"D55","Watt por metro cuadrado kelvin","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","W/(m²·K)"
"D56","Watt por metro cuadrado kelvin a la cuarta potencia","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","W/(m²·K⁴)"
"D57","Watt por estereorradián","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","W/sr"
"D58","Watt por estereorradián metro cuadrado","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","W/(sr·m²)"
"D59","Weber por metro","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","Wb/m"
"D6","Roentgen por segundo","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","R/s"
"D60","Weber por milímetro","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","Wb/mm"
"D61","Minuto [unidad de ángulo]","Es una sexagesima parte de un grado.","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","'"
"D62","Segundo [unidad de ángulo]","Es una unidad de medida angular. Su valor equivale a 1/60 del minuto de arco y a 1/3600 del grado sexagesimal.","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","",""""
"D63","Libro","Unidad de recuento para definir el número de libros (libro: conjunto de elementos unidos entre sí o documento de un material escrito).","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","",""
"D64","bloquear","","Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.","DateObject[{2017, 8, 13, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","",""
"D65","Redondo","Unidad de recuento para definir el número de rondas (redondos: un objeto circular o cilíndrico).","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","",""
"D66","casete","","Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.","DateObject[{2017, 8, 13, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","",""
"D67","Dólar por hora","","Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.","DateObject[{2017, 8, 13, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","",""
"D68","Número de palabras","Unidad de recuento para definir el número de palabras.","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","",""
"D69","Pulgada a la cuarta potencia","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","in⁴"
"D7","Sandwich","","Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.","DateObject[{2017, 8, 13, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","",""
"D70","Calorías (tabla internacional)","","Unidades no recomendadas para su uso por la Oficina Internacional de Pesos y Medidas (BIPM) con sede en Francia.","DateObject[{2017, 8, 13, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","Cal TI"
"D71","Calorías (tabla internacional) por segundo centímetro kelvin","","Unidades no recomendadas para su uso por la Oficina Internacional de Pesos y Medidas (BIPM) con sede en Francia.","DateObject[{2017, 8, 13, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","cal TI / (s · cm · K)"
"D72","Calorías (tabla internacional) por segundo centímetro cuadrado kelvin","","Unidades no recomendadas para su uso por la Oficina Internacional de Pesos y Medidas (BIPM) con sede en Francia.","DateObject[{2017, 8, 13, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","Cal TI / (s · cm² · K)"
"D73","Joule metro cuadrado","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","J·m²"
"D74","Kilogramo por Mol","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","kg/mol"
"D75","Calorías (tabla internacional) por gramo","","Unidades no recomendadas para su uso por la Oficina Internacional de Pesos y Medidas (BIPM) con sede en Francia.","DateObject[{2017, 8, 13, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","cal IT / g"
"D76","Calorías (tabla internacional) por gramo de kelvin","","Unidades no recomendadas para su uso por la Oficina Internacional de Pesos y Medidas (BIPM) con sede en Francia.","DateObject[{2017, 8, 13, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","cal IT / (g · K)"
"D77","MegaCulombio","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","MC"
"D78","Megajoule por segundo","Unidad de energía acumulada igual a un millón de julios por segundo.","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","MJ/s"
"D79","Viga","","Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.","DateObject[{2017, 8, 13, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","",""
"D8","Draize score","","Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.","DateObject[{2017, 8, 13, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","",""
"D80","Microwatt","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","µW"
"D81","Microtesla","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","µT"
"D82","Microvoltio","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","µV"
"D83","Milinewton metro","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","mN·m"
